"Id","poradi","obdobi","datum","schuze","url","cisloHlasovani","celeJmeno","narozeni","HsProcessType","OsobaId","funkce","tema","text","pocetSlov","politiciZminky","temata"
2006_42_00009,9,2006,2008-11-11,42,http://www.psp.cz/eknih/2006ps/stenprot/042schuz/s042003.htm,,Miloslav Vlček,,person,miloslav-vlcek,Předseda PSP,Zahájení schůze,"Děkuji, pane zpravodaji. Poprosím vás, abyste se posadil ke stolku zpravodajů.
Otvírám obecnou rozpravu, do které se přihlásili poslanci Ohlídal, Bartoš, Břetislav Petr. Jako první vystoupí pan poslanec Ohlídal, připraví se pan poslanec Bartoš. Prosím, pane poslanče, máte slovo.
",39,
2017_26_00478,478,2017,2019-01-23,26,http://www.psp.cz/eknih/2017ps/stenprot/026schuz/s026072.htm,,Tomio Okamura,,person,tomio-okamura,Místopředseda PSP,226. Informace vlády České republiky k&nbsp;řešení krizové situace na dálnici D1,"Tak. Teď tedy s přednostním právem pan premiér, ale pan předseda Bartoš má také přednostní právo. Tak jestli necháte prostor panu premiérovi. Takže nejprve pan premiér, pak se připraví pan poslanec Ivan Bartoš, následně pan poslanec Kupka. Pane premiére, máte slovo.
",41,
2017_26_02495,2495,2017,2019-02-01,26,http://www.psp.cz/eknih/2017ps/stenprot/026schuz/s026303.htm,,Petr Fiala,,person,petr-fiala-111,Místopředseda PSP,230. Ústní interpelace,"Děkuji. Na vystoupení pana místopředsedy budou reagovat faktickými poznámkami následující poslanci v tomto pořadí: Peksa, Bartoš, Bartošek, Onderka, Jurečka, Výborný a Válek. Slovo má poslanec Peksa se svou faktickou poznámkou. Pan poslanec stahuje, takže na řadě je pan předseda Bartoš a jeho faktická poznámka.
",44,
2017_30_03754,3754,2017,2019-06-19,30,http://www.psp.cz/eknih/2017ps/stenprot/030schuz/s030318.htm,,Tomio Okamura,,person,tomio-okamura,Místopředseda PSP,243. Návrh na změny ve složení orgánů Poslanecké sněmovny,"Děkuji. Nyní s faktickou poznámkou pan poslanec Jiří Mašek a připraví se pan poslanec Ivan Bartoš. Pardon? Stahujete, dobře. Pan poslanec Ivan Bartoš stahuje také. Do obecné rozpravy nyní požádám o vystoupení pana poslance Dominika Feriho a připraví se paní poslankyně Pekarová. Prosím, máte slovo.
",45,
2017_20_02582,2582,2017,2018-11-13,20,http://www.psp.cz/eknih/2017ps/stenprot/020schuz/s020337.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,180. Ústní interpelace,"Já jsem to tak pochopil. Proto jsem také nechal běžet obecnou rozpravu a před jejím skončením dám hlasovat o vašem návrhu na přerušení. Teď dám hlasovat, pokud se nehlásí kolega Bartoš, kterého jsem viděl. Ne, nehlásil se. Dobře. Hlásí se, tak prosím. S přednostním právem pan předseda Bartoš.
",48,
2002_41_01227,1227,2002,2005-02-15,41,http://www.psp.cz/eknih/2002ps/stenprot/041schuz/s041182.htm,,Jan Kasal,,person,jan-kasal,Místopředseda PSP,(tj. bod 130. Výroční zpráva o hospodaření České tiskové kanceláře v roce 2003),"Já vám děkuji, pane poslanče Bartoši, takto zpravodaji určeným pro prvé čtení, a otevírám rozpravu. Do rozpravy v tuto chvíli jsou přihlášeni poslanec Čada, potom paní poslankyně Táňa Fischerová a pan poslanec Bartoš. Chce s předstihem využít…? První byl přihlášen pan poslanec Čada, poté Táňa Fischerová, potom Walter Bartoš.
",49,
2017_43_00085,85,2017,2020-04-07,43,http://www.psp.cz/eknih/2017ps/stenprot/043schuz/s043024.htm,,Petr Fiala,,person,petr-fiala-111,Místopředseda PSP,1. Návrh na vyslovení souhlasu Poslanecké sněmovny s&nbsp;prodloužením doby nouzového stavu,"Děkuji. Nyní s přednostními právy, ale současně přihlášení do rozpravy, pan předseda Bartoš, po něm pan předseda Kalousek. (Poslanec Kalousek se domlouvá s poslancem Bartošem.) Tak pan předseda Kalousek má přednost. (K mikrofonu jde poslanec Bartoš.) Tak nakonec to bude tak, jak jsem vás vyzval původně. Pane předsedo, máte slovo.
",50,
2017_79_01818,1818,2017,2021-02-10,79,http://www.psp.cz/eknih/2017ps/stenprot/079schuz/s079255.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,"489. Informace ministryně práce a&nbsp;sociálních věcí o&nbsp;čerpání z&nbsp;programu Antivirus A&nbsp;a&nbsp;B a&nbsp;o&nbsp;kontrolách, které spustil Úřad práce","Já vám děkuji. Otevírám rozpravu a do té mám jako první... (K poslanci Dolínkovi:) Pane zpravodaji, to je třetí čtení. Registruji vaši přihlášku s přednostním právem, nicméně pan předseda Bartoš se přihlásil ještě před začátkem schůze. Takže nejprve pan předseda Bartoš, poté pan zpravodaj, který má k tomuto bodu také přednostní právo. Prosím.
",53,
2017_32_00114,114,2017,2019-06-26,32,http://www.psp.cz/eknih/2017ps/stenprot/032schuz/s032057.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,Zahájení schůze,"Pan předseda Bartoš.
",3,
1998_17_00196,196,1998,1999-10-13,17,http://www.psp.cz/eknih/1998ps/stenprot/017schuz/s017032.htm,,Stanislav Gross,,person,stanislav-gross,Místopředseda PSP,Zahájení schůze,"Pan kolega Bartoš.
",3,
1998_37_01630,1630,1998,2001-07-11,37,http://www.psp.cz/eknih/1998ps/stenprot/037schuz/s037333.htm,,Petra Buzková,,person,petra-buzkova,Místopředsedkyně PSP,bod 81,"Pan poslanec Bartoš.
",3,
2013_47_01824,1824,2013,2016-06-02,47,http://www.psp.cz/eknih/2013ps/stenprot/047schuz/s047221.htm,,Jan Bartošek,,person,jan-bartosek,Místopředseda PSP,233. Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyznamenání /sněmovní dokument 4411/,"Dále David Bartoš.
",3,
2017_8_00015,15,2017,2018-03-09,8,http://www.psp.cz/eknih/2017ps/stenprot/008schuz/s008010.htm,,Tomio Okamura,,person,tomio-okamura,Místopředseda PSP,Zahájení schůze,"Děkuji panu předsedovi Chvojkovi a nyní v pořadí je pan předseda Bartoš. Já tady znova přečtu pořadí, aby byl tedy přehled: pan předseda Bartoš, paní ministryně Němcová, pan Farský, pan Stanjura, pan premiér Babiš na konec, pan ministr Hüner, paní ministryně Schillerová, pan předseda Bartošek a pan předseda Gazdík. To je pořadí.
Prosím, pane předsedo, máte slovo.
",57,
2017_41_00597,597,2017,2020-03-05,41,http://www.psp.cz/eknih/2017ps/stenprot/041schuz/s041086.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,257. Odpovědi členů vlády na písemné interpelace,"Já děkuji za dodržení času. A musím říct, že jsem nechtěl zneužít jednací řád, ale pan kolega Adamec bude muset teď posečkat mnohem déle, protože jsem to tušil, že jedna faktická poznámka vyvolá i další. Budu tedy vyvolávat pořadí faktických poznámek. Ivan Bartoš, Jakub Michálek, Jan Zahradník, Petr Třešňák. Tak, pánové. Pan kolega Bartoš nyní. Faktické poznámky.
",57,
2017_98_01927,1927,2017,2021-05-05,98,http://www.psp.cz/eknih/2017ps/stenprot/098schuz/s098289.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,536. Informace premiéra a&nbsp;vicepremiéra k&nbsp;plánované cestě vicepremiéra Jana Hamáčka do Moskvy,"Děkuji paní ministryni pro místní rozvoj Kláře Dostálové za její úvodní vystoupení a otevírám rozpravu, ve které mám tři přednostní práva. První je pan zpravodaj, ač je tady dříve pan kolega Bartoš ve vystoupení, ale protože pan zpravodaj požádal o procedurální návrh sloučení rozpravy, tak věřím, že pan kolega Bartoš umožní toto vystoupení, abychom to odhlasovali. Prosím, pane zpravodaji.
",59,
2017_20_03151,3151,2017,2018-11-14,20,http://www.psp.cz/eknih/2017ps/stenprot/020schuz/s020399.htm,,Tomáš Hanzel,,person,tomas-hanzel,Místopředseda PSP,181. Návrh na volbu člena Nejvyššího kontrolního úřadu,"Pan poslanec Ivan Bartoš.
",4,
2010_38_00927,927,2010,2012-05-09,38,http://www.psp.cz/eknih/2010ps/stenprot/038schuz/s038139.htm,,Lubomír Zaorálek,,person,lubomir-zaoralek,Místopředseda PSP,Pokračování schůze Poslanecké sněmovny 9. května 2012 v&nbsp;11.00 hodin Přítomno: 177 poslanců,"Prosím, pan poslanec Bartoš.
",4,
2010_38_00919,919,2010,2012-05-09,38,http://www.psp.cz/eknih/2010ps/stenprot/038schuz/s038138.htm,,Lubomír Zaorálek,,person,lubomir-zaoralek,Místopředseda PSP,Pokračování schůze Poslanecké sněmovny 9. května 2012 v&nbsp;11.00 hodin Přítomno: 177 poslanců,"Ještě pan poslanec Bartoš.
",4,
2017_30_02317,2317,2017,2019-06-05,30,http://www.psp.cz/eknih/2017ps/stenprot/030schuz/s030161.htm,,Petr Fiala,,person,petr-fiala-111,Místopředseda PSP,240. Projednání opakovaného fyzického útoku na člena Rady pro rozhlasové a televizní vysílání Ladislava Jakla,"Děkuji. Pan předseda Bartoš.
",4,
2017_39_01230,1230,2017,2019-12-03,39,http://www.psp.cz/eknih/2017ps/stenprot/039schuz/s039162.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,292. Ústní interpelace,"Děkuji. Pan předseda Bartoš.
",4,
2017_56_00244,244,2017,2020-07-09,56,http://www.psp.cz/eknih/2017ps/stenprot/056schuz/s056042.htm,,Tomáš Hanzel,,person,tomas-hanzel,Místopředseda PSP,3. Návrhy Poslanecké sněmovny na propůjčení nebo udělení státních vyznamenání /sněmovní dokument 5299/,"Děkuju. Pan poslanec Bartoš.
",4,
2017_106_00008,8,2017,2021-06-03,106,http://www.psp.cz/eknih/2017ps/stenprot/106schuz/s106010.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,1. Návrh na vyslovení nedůvěry vládě České republiky,"To byl Ivan Bartoš -
",5,
2021_44_00312,312,2021,2022-11-16,44,http://www.psp.cz/eknih/2021ps/stenprot/044schuz/s044042.htm,,Karel Havlíček,,person,karel-havlicek-3,Místopředseda PSP,Zahájení schůze,"Děkuji. Pan vicepremiér Bartoš.
",4,,
2002_16_01706,1706,2002,2003-05-22,16,http://www.psp.cz/eknih/2002ps/stenprot/016schuz/s016258.htm,,Ivan Langer,,person,ivan-langer,Místopředseda PSP,bodu číslo 61,"Slovo má pan kolega Bartoš.
",5,
1998_17_00017,17,1998,1999-10-12,17,http://www.psp.cz/eknih/1998ps/stenprot/017schuz/s017003.htm,,Václav Klaus,,person,vaclav-klaus-2,Předseda PSP,Zahájení schůze,"Děkuji. Pan poslanec Walter Bartoš.
",5,
2017_50_00407,407,2017,2020-06-04,50,http://www.psp.cz/eknih/2017ps/stenprot/050schuz/s050081.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,3. Informace vlády o&nbsp;nákupech zdravotnického materiálu a podílů v&nbsp;soukromých firmách či jiných zvažovaných intervencích,"Pan předseda Bartoš, faktická poznámka.
",5,
2002_16_00809,809,2002,2003-05-16,16,http://www.psp.cz/eknih/2002ps/stenprot/016schuz/s016138.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,bodu 33,"Děkuji panu předsedovi vlády. Po krátkém intermezzu můžeme pokračovat dalším bodem našeho schváleného pořadu schůze, kterým je bod číslo
Stanovisko vlády jsme obdrželi jako sněmovní tisk 243/1. Nyní žádám, aby předložený návrh uvedl zástupce navrhovatelů pan poslanec Walter Bartoš. Prosím, pan kolega se připraví. Zároveň žádám, aby se připravil u stolku zpravodajů pan zpravodaj Michal Hašek.
Prosím, mluví pan kolega Waleter Bartoš.
",62,
2002_37_00763,763,2002,2004-11-04,37,http://www.psp.cz/eknih/2002ps/stenprot/037schuz/s037125.htm,,Jitka Kupčová,,person,jitka-kupcova,Místopředsedkyně PSP,??,"Nyní vystoupí pan poslanec Walter Bartoš.
",6,
2002_53_00132,132,2002,2006-01-24,53,http://www.psp.cz/eknih/2002ps/stenprot/053schuz/s053018.htm,,Jan Kasal,,person,jan-kasal,Místopředseda PSP,Zahájení schůze,"Děkuji. Vystoupí pan poslanec Walter Bartoš.
",6,
2017_2_00021,21,2017,2017-11-28,2,http://www.psp.cz/eknih/2017ps/stenprot/002schuz/s002006.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,1. Návrh na volbu místopředsedy Poslanecké sněmovny,"S přednostním právem pan předseda Bartoš.
",6,
2002_39_01463,1463,2002,2004-12-17,39,http://www.psp.cz/eknih/2002ps/stenprot/039schuz/s039153.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,bod 77,"Děkuji. Ještě pan poslanec Walter Bartoš.
",6,
2002_54_00488,488,2002,2006-03-08,54,http://www.psp.cz/eknih/2002ps/stenprot/054schuz/s054063.htm,,Miroslava Němcová,,person,miroslava-nemcova-18,Místopředsedkyně PSP,:,"Faktická poznámka pan poslanec Walter Bartoš.
",6,
2017_30_03580,3580,2017,2019-06-19,30,http://www.psp.cz/eknih/2017ps/stenprot/030schuz/s030302.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,244. Financování sociálních služeb - reálná situace,"Děkuji. Faktická poznámka - pan předseda Bartoš.
",7,
2021_31_00076,76,2021,2022-07-07,31,http://www.psp.cz/eknih/2021ps/stenprot/031schuz/s031015.htm,,Karel Havlíček,,person,karel-havlicek-3,Místopředseda PSP,Zahájení schůze,"Děkuji. Pan ministr Bartoš s faktickou.
",6,,
1998_46_00472,472,1998,2002-01-30,46,http://www.psp.cz/eknih/1998ps/stenprot/046schuz/s046076.htm,,Ivan Langer,,person,ivan-langer,Místopředseda PSP,?,"Děkuji. Slovo má pan kolega Walter Bartoš.
***
",8,
2002_16_01956,1956,2002,2003-05-28,16,http://www.psp.cz/eknih/2002ps/stenprot/016schuz/s016287.htm,,Lubomír Zaorálek,,person,lubomir-zaoralek,Předseda PSP,bodu číslo 61,"Ještě fakticky se hlásil pan poslanec Bartoš.
",7,
2002_22_00365,365,2002,2003-10-15,22,http://www.psp.cz/eknih/2002ps/stenprot/022schuz/s022066.htm,,Lubomír Zaorálek,,person,lubomir-zaoralek,Předseda PSP,Zahájení schůze,"Děkuji. Pan poslanec Bartoš chce ještě reagovat.
",7,
1998_37_01628,1628,1998,2001-07-11,37,http://www.psp.cz/eknih/1998ps/stenprot/037schuz/s037333.htm,,Petra Buzková,,person,petra-buzkova,Místopředsedkyně PSP,bod 81,"Pan poslanec Brousek, potom pan poslanec Bartoš.
",7,
2002_8_00045,45,2002,2002-11-26,8,http://www.psp.cz/eknih/2002ps/stenprot/008schuz/s008006.htm,,Lubomír Zaorálek,,person,lubomir-zaoralek,Předseda PSP,Zahájení schůze,"Slovo má pan poslanec Bartoš s upřesněním.
",7,
2021_6_00675,675,2021,2022-01-14,6,http://www.psp.cz/eknih/2021ps/stenprot/006schuz/s006179.htm,,Olga Richterová,,person,olga-richterova,Místopředsedkyně PSP,68. Žádost vlády České republiky o&nbsp;vyslovení důvěry,"Ano. Děkujeme. Pan ministr Ivan Bartoš. Prosím.
",7,
2017_104_00194,194,2017,2021-05-26,104,http://www.psp.cz/eknih/2017ps/stenprot/104schuz/s104036.htm,,Radek Vondráček,,person,,Předseda PSP,538. Návrh sankcí proti Bělorusku po nedělním aktu státního terorismu vůči civilnímu letadlu,"Děkuji. Pan předseda Bartoš s přednostním právem.
",7,
1998_30_00194,194,1998,2001-01-05,30,http://www.psp.cz/eknih/1998ps/stenprot/030schuz/s030057.htm,,Petra Buzková,,person,petra-buzkova,Místopředsedkyně PSP,&nbsp;,"Další faktická poznámka pan poslanec Walter Bartoš.
",7,
2017_39_02211,2211,2017,2019-12-05,39,http://www.psp.cz/eknih/2017ps/stenprot/039schuz/s039289.htm,,Petr Fiala,,person,petr-fiala-111,Místopředseda PSP,295. Konečné znění auditní zprávy Evropské komise o&nbsp;střetu zájmů,"Děkuji. Pan předseda Bartoš, faktická poznámka. Prosím.
",7,
2017_50_00344,344,2017,2020-06-04,50,http://www.psp.cz/eknih/2017ps/stenprot/050schuz/s050074.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,3. Informace vlády o&nbsp;nákupech zdravotnického materiálu a podílů v&nbsp;soukromých firmách či jiných zvažovaných intervencích,"Děkuji. Pan předseda Bartoš s přednostním právem.
",7,
2017_24_01685,1685,2017,2018-12-19,24,http://www.psp.cz/eknih/2017ps/stenprot/024schuz/s024221.htm,,Miloslava Vostrá,,person,miloslava-vostra,Poslankyně,148. Návrh Poslanecké sněmovny na volbu kandidátů na člena Rady Ústavu pro studium totalitních režimů,"Ano, B47. Předkladatel pan poslanec Ivan Bartoš.
",7,
2017_35_00017,17,2017,2019-10-15,35,http://www.psp.cz/eknih/2017ps/stenprot/035schuz/s035003.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,Zahájení schůze,"Děkuji. S přednostním právem pan předseda Bartoš.
",7,
2021_45_00164,164,2021,2022-11-15,45,http://www.psp.cz/eknih/2021ps/stenprot/045schuz/s045019.htm,,Karel Havlíček,,person,karel-havlicek-3,Místopředseda PSP,1. Návrh ročních odměn za činnost členů Kontrolní rady Grantové agentury České republiky,"Děkuji. Dalším přihlášeným byl pan vicepremiér Bartoš.
",7,,
2021_45_00702,702,2021,2022-11-30,45,http://www.psp.cz/eknih/2021ps/stenprot/045schuz/s045110.htm,,Klára Dostálová,,person,klara-dostalova,Místopředsedkyně PSP,130. Návrh Poslanecké sněmovny na jmenování předsedy Úřadu pro dohled nad hospodařením politických stran a&nbsp;politických hnutí,"Děkuji. S faktickou poznámkou pan ministr Bartoš.
",7,,
1998_46_02551,2551,1998,2002-02-13,46,http://www.psp.cz/eknih/1998ps/stenprot/046schuz/s046372.htm,,Ivan Langer,,person,ivan-langer,Místopředseda PSP,bodu 162,"Děkuji. Pan kolega Bartoš. Poté pan poslanec Vlček.
",8,
2017_20_00706,706,2017,2018-10-25,20,http://www.psp.cz/eknih/2017ps/stenprot/020schuz/s020127.htm,,Petr Fiala,,person,petr-fiala-111,Místopředseda PSP,180. Ústní interpelace,"Děkuji. Pan předseda Bartoš položí doplňující otázku. Prosím.
",8,
2017_45_00774,774,2017,2020-04-22,45,http://www.psp.cz/eknih/2017ps/stenprot/045schuz/s045110.htm,,Vojtěch Pikal,,person,vojtech-pikal,Místopředseda PSP,363. Informace vlády o&nbsp;uvolňování restriktivních opatření přijatých vládou,"Děkuji a nyní pan poslanec Bartoš dvě minuty.
",8,
1998_28_00009,9,1998,2000-10-17,28,http://www.psp.cz/eknih/1998ps/stenprot/028schuz/s028003.htm,,Václav Klaus,,person,vaclav-klaus-2,Předseda PSP,Zahájení schůze,"Děkuji. Jako další se přihlásil pan poslance Bartoš.
",8,
1998_49_00404,404,1998,2002-04-25,49,http://www.psp.cz/eknih/1998ps/stenprot/049schuz/s049085.htm,,Václav Klaus,,person,vaclav-klaus,Předseda PSP,?,"Děkuji. Hlásí se ještě do rozpravy poslanec Bartoš.
",8,
2017_12_01951,1951,2017,2018-04-20,12,http://www.psp.cz/eknih/2017ps/stenprot/012schuz/s012267.htm,,Jan Hamáček,,person,jan-hamacek,Místopředseda PSP,68. Ústní interpelace,"Pan poslanec Kopřiva a potom pan předseda Bartoš.
",8,
2017_26_02010,2010,2017,2019-01-31,26,http://www.psp.cz/eknih/2017ps/stenprot/026schuz/s026246.htm,,Vojtěch Filip,,person,vojtech-filip,Místopředseda PSP,229. Odpovědi členů vlády na písemné interpelace,"Já vám děkuji. Faktická poznámka, pan poslanec Bartoš.
",8,
2017_17_00304,304,2017,2018-07-12,17,http://www.psp.cz/eknih/2017ps/stenprot/017schuz/s017083.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,Zahájení schůze,"Děkuji. Nyní s přednostním právem pan předseda Bartoš.
",8,
2006_67_01946,1946,2006,2010-02-05,67,http://www.psp.cz/eknih/2006ps/stenprot/067schuz/s067284.htm,,Lucie Talmanová,,person,lucie-talmanova,Místopředsedkyně PSP,Pokračování schůze Poslanecké sněmovny 5. února 2010 v&nbsp;9.06 hodin Přítomno: 174 poslanců,"Navrhujete jako první bod dnes. Pan poslanec Bartoš.
",8,
2017_43_00005,5,2017,2020-04-07,43,http://www.psp.cz/eknih/2017ps/stenprot/043schuz/s043001.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,Zahájení schůze,"K pořadu schůze se hlásí pan předseda Bartoš.
",8,
2017_27_00640,640,2017,2019-03-06,27,http://www.psp.cz/eknih/2017ps/stenprot/027schuz/s027072.htm,,Radek Vondráček,,person,radek-vondracek,Předseda PSP,156. Návrh usnesení Poslanecké sněmovny ke sněmovnímu tisku 382,"Děkuji. S faktickou poznámkou vystoupí pan poslanec Bartoš.
",8,
2021_19_00901,901,2021,2022-05-11,19,http://www.psp.cz/eknih/2021ps/stenprot/019schuz/s019174.htm,,Karel Havlíček,,person,karel-havlicek-3,Místopředseda PSP,108. Návrh časového harmonogramu projednávání vládního návrhu státního závěrečného účtu České republiky za rok 2021 v&nbsp;Poslanecké sněmovně a&nbsp;jejích orgánech a&nbsp;návrh na jeho přikázání výborům včetně přikázání jeho kapitol a&nbsp;jejich vztahů k&nbsp;státním fondům /sněmovní dokument 646/,"Děkuji. S faktickou se hlásí pan ministr Bartoš.
",8,,
